name,symbol,country,exchange,sector
LS Cable & System Asia Ltd. ,229640,south korea,xkrx,industrial electronics
LS Corp. ,006260,south korea,xkrx,industrial electronics
LS Electric Co. Ltd. ,010120,south korea,xkrx,industrial electronics
LS Invest AG ,ifa,germany,xdus,None
LS Networks Corp. Ltd. ,000680,south korea,xkrx,clothing retail
LS Telcom AG ,lsx,united states,xetr,software
LSB Industries Inc. ,lxu,united states,xnys,chemicals
LSI Industries Inc. ,lyts,united states,xnas,industrial electronics
LSI Software S.A. ,lsi,poland,xwar,software
LSL Property Services PLC ,lsl,united kingdom,xlon,real estate developers
LSR Group ,lsrg,russia,misx,construction
LT Foods Ltd. ,532783,india,xbom,food products
LT Group Inc. ,ltg,philippines,xphs,banking
LTC Co. Ltd. ,170920,south korea,xkrx,chemicals
LTC Properties Inc. ,0jsp,united kingdom,xlon,healthcare reits
LTC Properties Inc. ,ltc,united states,xnys,healthcare reits
LTKM Bhd ,7085,malaysia,xkls,farming
LTS Inc. ,6560,japan,xtks,diversified business services
Lu Hai Holding Corp. ,2115,taiwan,xtai,motor vehicle parts
Lu Thai Textile Co. Ltd. ,000726,china,xshe,clothing
Lu Thai Textile Co. Ltd. B ,200726,china,xshe,clothing
Lubawa S.A. ,lbw,poland,xwar,defense equipment/products
Lubelski Wegiel Bogdanka S.A. ,lwb,poland,xwar,coal
Lubia de Inversiones S.A. ,s0001,spain,xmad,mutual & other funds
Lub-rref (Bangladesh) Ltd. ,lrbdl,bangladesh,xdha,chemicals
Luby's Inc. ,lub,united states,xnys,restaurants
Luca Invest 2000 S.A. ,s1951,spain,xmad,mutual & other funds
Lucapa Diamond Co. Ltd. ,lom,australia,xasx,gemstones
Lucara Diamond Corp. ,lucrf,united states,ootc,gemstones
Lucara Diamond Corp. ,luc,canada,xtse,gemstones
Lucara Diamond Corp. ,luc,sweden,xsto,gemstones
Lucara Diamond Corp. ,luc,botswana,xbot,gemstones
Lucas Bols N.V. ,bols,netherlands,xams,alcoholic beverages/drinks
Lucas Bols N.V. ,0r6e,united kingdom,xlon,alcoholic beverages/drinks
Luceco PLC ,luce,united kingdom,xlon,industrial electronics
Lucernarium 2000 S.A. ,s1952,spain,xmad,mutual & other funds
Lucibel ,aluci,france,xpar,industrial electronics
Lucid Diagnostics Inc. ,lucd,united states,xnas,medical equipment/supplies
Lucid Group Inc. ,lcid,united states,xnas,motor vehicle parts
Lucira Health Inc. ,lhdx,united states,xnas,medical equipment/supplies
Lucisano Media Group S.p.A. ,lmg,italy,xmil,motion picture/sound recording
Luckin Coffee Inc. ADR ,lkncy,united states,ootc,restaurants
Luckland Co. Ltd. ,9612,japan,xtks,construction
Lucky Cement Co. ,1108,taiwan,xtai,building materials/products
Lucky Cement Ltd. ,luck,pakistan,xkar,building materials/products
Lucky Film Co. Ltd. A ,600135,china,xshg,general services
Lucky Harvest Co. Ltd. A ,002965,china,xshe,industrial machinery
Lucky Minerals Inc. ,lky,canada,xtsx,general mining
Lucky Minerals Inc. ,lkmnf,united states,ootc,general mining
Ludan Engineering Co. Ltd. ,ludn,israel,xtae,construction
Ludlow Jute & Specialities Ltd. ,526179,india,xbom,clothing
Luduson G Inc. ,ldsn,united states,ootc,furniture
Ludwig Beck AG ,eck,united states,xetr,mixed retailing
Ludwig Enterprises Inc. ,ludg,united states,ootc,broadcasting
Luen Thai Holdings Ltd. ,311,hong kong,xhkg,clothing
Luen Wong Group Holdings Ltd. ,8217,hong kong,xhkg,construction
Luenmei Quantum Co. Ltd. A ,600167,china,xshg,water utilities
Lufax Holding Ltd. ADR ,lu,united states,xnys,computer services
Luff Enterprises Ltd. ,lufff,united states,ootc,farming
Luff Enterprises Ltd. ,luff,canada,xcnq,farming
Lug S.A. ,lug,poland,xwar,industrial electronics
Lugra de Inversiones S.A. ,s3025,spain,xmad,mutual & other funds
Luharuka Media & Infra Ltd. ,512048,india,xbom,construction
Luk Fook Holdings International Ltd. ,lkflf,united states,ootc,clothing retail
Luk Fook Holdings International Ltd. ,590,hong kong,xhkg,clothing retail
Luk Hing Entertainment Group Holdings Ltd. ,8052,hong kong,xhkg,recreational services
Luka Koper d.d. ,lkpg,slovenia,xlju,water transport/shipping
Luka Ploce d.d. ,lkpc,croatia,xzag,water transport/shipping
Luka Rijeka d.d. ,lkri,croatia,xzag,water transport/shipping
Lukardi S.A. ,luk,poland,xwar,computer services
Lukas Biomedical Inc. ,6814,taiwan,roco,biotechnology
LUKEN Technologies Co. Ltd. ,162120,south korea,xkon,precision products
Lukoil PJSC ,lkoh,russia,misx,major oil & gas
Luks Group (Vietnam Holdings) Co. Ltd. ,366,hong kong,xhkg,building materials/products
Luks Kadife Ticaret ve Sanayi A.S. ,luksk.e,turkey,xist,clothing
lululemon athletica inc. ,0jvt,united kingdom,xlon,clothing
lululemon athletica inc. ,lulu,united states,xnas,clothing
Lulu's Fashion Lounge Holdings Inc. ,lvlu,united states,xnas,clothing retail
Lum Chang Holdings Ltd. ,l19,singapore,xses,construction
Lumax Auto Technologies Ltd. ,532796,india,xbom,motor vehicle parts
Lumax Industries Ltd. ,517206,india,xbom,None
Lumax International Corp. Ltd. ,6192,taiwan,xtai,precision products
Lumbee Guaranty Bank Pembroke NC ,lumb,united states,ootc,banking
Lumen Technologies Inc. ,lumn,united states,xnys,wired telecommunications services
Lumen Technologies Inc. ,0hvp,united kingdom,xlon,wired telecommunications services
Lumens Co. Ltd. ,038060,south korea,xkrx,semiconductors
Lument Finance Trust Inc. ,lft,united states,xnys,mortgage reits
Lument Finance Trust Inc. 7.875% Redeem. Pfd. Series A ,lft.pra,united states,xnys,mortgage reits
Lumentum Holdings Inc. ,lite,united states,xnas,networking
Lumentum Holdings Inc. ,0jvv,united kingdom,xlon,networking
Lumi Gruppen A/S ,lumi,norway,xosl,consumer services
Lumibird S.A. ,0fri,united kingdom,xlon,precision products
Lumibird S.A. ,lbird,france,xpar,precision products
Lumiera Health Inc. ,nhp,canada,xtsx,shell companies
Lumina Gold Corp. ,lum,canada,xtsx,general mining
Lumina Gold Corp. ,lmgdf,united states,ootc,general mining
Lumina Group Ltd. ,1162,hong kong,xhkg,construction
Luminar Media Group Inc. ,lrgr,united states,ootc,motion picture/sound recording
Luminar Technologies Inc. ,lazr,united states,xnas,motor vehicle parts
Luminescence Technology Corp. ,6729,taiwan,roco,chemicals
Luminex Resources Corp. ,lr,canada,xtsx,general mining
Luminex Resources Corp. ,lumif,united states,ootc,general mining
